,Last Price_btc,Open Price_btc,High Price_btc,Low Price_btc,BTC1 Curncy - Volume,Last Price_brr,Open Price_brr,High Price_brr,Low Price_brr,price_crix,return_btc,return_brr,return_crix
2020-09-04,10480,10730.0,10740.0,10355.0,13711.0,10273.83,10273.83,10273.83,10273.83,29614.3149015081,-0.022642476749759777,-0.05645189302836185,-0.10975355771293888
2020-09-03,10720,11710.0,11710.0,10840.0,15412.0,10870.49,10870.49,10870.49,10870.49,33049.664457623,-0.06675155564393763,-0.04096177605691657,-0.04651363512321924
2020-09-02,11460,12405.0,12405.0,11530.0,17210.0,11325.01,11325.01,11325.01,11325.01,34623.2370885509,-0.05227448825204289,-0.04636523758895043,0.023061181070938176
2020-09-01,12075,12050.0,12450.0,12050.0,8919.0,11862.46,11862.46,11862.46,11862.46,33833.9206146075,0.020075956572689225,0.012073475424192001,-0.00143401410918042
2020-08-31,11835,11735.0,11915.0,11705.0,4865.0,11720.1,11720.1,11720.1,11720.1,33882.4737387499,0.017473276435374302,0.023397685975360964,0.03348364499387261
2020-08-28,11630,11420.0,11700.0,11370.0,7783.0,11449.06,11449.06,11449.06,11449.06,32766.7485297178,0.025251668230967125,0.010991211063896123,-0.015183547919215837
2020-08-27,11340,11620.0,11740.0,11205.0,4740.0,11323.91,11323.91,11323.91,11323.91,33268.0602403644,-0.025251668230966987,-0.012726964298472882,0.0074873987670429284
2020-08-26,11630,11415.0,11715.0,11395.0,2732.0,11468.95,11468.95,11468.95,11468.95,33019.8992067953,0.016471980578921276,0.006092311035717556,-0.029176793317324385
2020-08-25,11440,11935.0,11975.0,11260.0,2883.0,11399.29,11399.29,11399.29,11399.29,33997.5063512139,-0.04277812201280418,-0.03138328534045941,0.0076537235330018235
2020-08-24,11940,11850.0,12015.0,11750.0,2090.0,11762.71,11762.71,11762.71,11762.71,33738.2920793618,0.0067227143948767375,0.0036529324304805885,-0.01381834160680809
2020-08-21,11860,12155.0,12155.0,11770.0,1558.0,11719.82,11719.82,11719.82,11719.82,34207.735318207,-0.01630811806355497,-0.009003850913498954,0.01113005803981934
2020-08-20,12055,11925.0,12110.0,11880.0,734.0,11825.82,11825.82,11825.82,11825.82,33829.1121959551,0.017573674022385504,-0.0020012399325762616,-0.023816405004139528
2020-08-19,11845,12270.0,12295.0,11745.0,1046.0,11849.51,11849.51,11849.51,11849.51,34644.4709497333,-0.028710105882431367,-0.01235093037425848,-0.022734457194753314
2020-08-18,12190,12625.0,12660.0,12015.0,1310.0,11996.77,11996.77,11996.77,11996.77,35441.1155203014,-0.0350630316682434,-0.013986357746635855,0.020297685599405226
2020-08-17,12625,12085.0,12770.0,12025.0,1010.0,12165.74,12165.74,12165.74,12165.74,34728.9945530132,0.047444535280748594,0.03905547586331369,0.020472881117422816
2020-08-14,12040,11900.0,12105.0,11875.0,938.0,11699.76,11699.76,11699.76,11699.76,34025.2206968564,0.028218338937800954,0.015450687937980446,0.028067832107171793
2020-08-13,11705,11765.0,11855.0,11465.0,709.0,11520.38,11520.38,11520.38,11520.38,33083.4845848827,-0.005537820329311236,-0.004335929034004002,0.0158469330639531
2020-08-12,11770,11485.0,11835.0,11340.0,604.0,11570.44,11570.44,11570.44,11570.44,32563.3450126077,0.018868484304382736,-0.0014103601173763366,-0.03505242532465079
2020-08-11,11550,12035.0,12185.0,11325.0,1558.0,11586.77,11586.77,11586.77,11586.77,33725.0098777458,-0.04775891730068647,-0.029207394023206542,0.014237237086184948
2020-08-10,12115,11870.0,12330.0,11815.0,908.0,11930.18,11930.18,11930.18,11930.18,33248.2607644775,0.035710578784512004,0.025264980636922445,-0.0041895151372305876
2020-08-07,11690,11980.0,12180.0,11515.0,1316.0,11632.54,11632.54,11632.54,11632.54,33387.8470514995,-0.03612320515719131,-0.018433756644108883,0.0016614002698185203
2020-08-06,12120,12005.0,12170.0,11855.0,764.0,11848.96,11848.96,11848.96,11848.96,33332.422527308,0.01580074453134367,0.019861807236756037,0.03680412447635743
2020-08-05,11930,11500.0,12035.0,11310.0,1248.0,11615.94,11615.94,11615.94,11615.94,32127.9525861844,0.03844984521840445,0.039690247279492274,0.0017315987504082412
2020-08-04,11480,11625.0,11655.0,11230.0,624.0,11163.93,11163.93,11163.93,11163.93,32072.3680026196,-0.018555009144722044,-0.013094730784909572,0.022403621798659658
2020-08-03,11695,11455.0,11785.0,11260.0,787.0,11311.08,11311.08,11311.08,11311.08,31361.8199444268,-0.00042744176756808513,0.009198686978554138,0.017648804835181827
2020-07-31,11700,11415.0,11850.0,11290.0,1344.0,11207.51,11207.51,11207.51,11207.51,30813.1769920296,0.022472855852058576,0.020398458932637815,0.010006699918978552
2020-07-30,11440,11670.0,11670.0,11145.0,517.0,10981.21,10981.21,10981.21,10981.21,30506.3763673079,-0.007836348329315861,-0.014827767795848695,0.015127364229881996
2020-07-29,11530,11235.0,11620.0,11165.0,494.0,11145.25,11145.25,11145.25,11145.25,30048.3682624494,0.018823055195466867,0.0028528126272334355,0.0005383419104029017
2020-07-28,11315,11485.0,11730.0,11000.0,1311.0,11113.5,11113.5,11113.5,11113.5,30032.1963198823,0.015138312247668552,0.06985995380944401,0.0817598573199373
2020-07-27,11145,9910.0,11275.0,9910.0,1340.0,10363.61,10363.61,10363.61,10363.61,27674.465349941,0.1337236818280764,0.08345305713464012,0.04801881096879562
2020-07-24,9750,9785.0,9795.0,9665.0,104.0,9533.84,9533.84,9533.84,9533.84,26376.9717832745,-0.002560820861673704,0.0036336737628995318,0.012859409132820961
2020-07-23,9775,9535.0,9835.0,9535.0,268.0,9499.26,9499.26,9499.26,9499.26,26039.9510991163,0.025383388205318783,0.01791029240192436,0.022132092101826012
2020-07-22,9530,9545.0,9550.0,9470.0,143.0,9330.64,9330.64,9330.64,9330.64,25469.9632807245,0.0021008411088117938,-0.006784611174161467,0.026147978997085042
2020-07-21,9510,9295.0,9585.0,9295.0,223.0,9394.16,9394.16,9394.16,9394.16,24812.6069390824,0.022329476398088577,0.02430361675080807,-0.009246659595205105
2020-07-20,9300,9350.0,9350.0,9270.0,73.0,9168.6,9168.6,9168.6,9168.6,25043.1046939482,0.00107584733346311,0.002408937159946059,0.009332606876737017
2020-07-17,9290,9240.0,9305.0,9195.0,75.0,9146.54,9146.54,9146.54,9146.54,24810.4744546102,0.0048556879866589525,0.006914983903895596,-0.011197260451804367
2020-07-16,9245,9295.0,9340.0,9140.0,50.0,9083.51,9083.51,9083.51,9083.51,25089.8449723174,-0.0053937563343191665,-0.015750231929914107,-0.004335435152154277
2020-07-15,9295,9415.0,9415.0,9285.0,144.0,9227.71,9227.71,9227.71,9227.71,25198.8565036366,-0.01388911216066715,0.0026650969663860337,0.0032966747062628528
2020-07-14,9425,9305.0,9420.0,9305.0,109.0,9203.15,9203.15,9203.15,9203.15,25115.9208518196,0.004785970315941081,-0.012467659187063624,-0.006400764367242811
2020-07-13,9380,9455.0,9495.0,9345.0,86.0,9318.61,9318.61,9318.61,9318.61,25277.197539474,-0.0005329070203388823,0.015357800014711867,0.006849213928034459
2020-07-10,9385,9350.0,9365.0,9300.0,12.0,9176.59,9176.59,9176.59,9176.59,25104.6601532611,0.0021333341424203877,-0.019929562032185846,-0.020474609665776366
2020-07-09,9365,9535.0,9560.0,9320.0,97.0,9361.31,9361.31,9361.31,9361.31,25623.9664259163,-0.02478376257773877,-0.008065610902474488,0.026553482957015262
2020-07-08,9600,9400.0,9650.0,9400.0,193.0,9437.12,9437.12,9437.12,9437.12,24952.5150092103,0.021053409197832263,0.018086479243261844,-0.008086672262173604
2020-07-07,9400,9495.0,9495.0,9380.0,114.0,9267.97,9267.97,9267.97,9267.97,25155.1158996303,-0.005305052229693229,0.0025875136452163045,0.03889829958005238
2020-07-06,9450,9215.0,9525.0,9215.0,123.0,9244.02,9244.02,9244.02,9244.02,24195.4111134775,0.030622860213983,0.0015253914546779052,-0.012849798606248755
2020-07-02,9165,9405.0,9405.0,9100.0,155.0,9229.93,9229.93,9229.93,9229.93,24508.3233978072,-0.02691228081744742,-9.642078471235942e-05,0.011817810050102134
2020-07-01,9415,9270.0,9470.0,9235.0,171.0,9230.82,9230.82,9230.82,9230.82,24220.3933893521,0.013903967304446652,0.008435600307599609,-0.00535642800679905
2020-06-30,9285,9380.0,9380.0,9230.0,137.0,9153.28,9153.28,9153.28,9153.28,24350.4762615879,-0.0010764263687381775,0.010143832128219794,0.006107296383755007
2020-06-29,9295,9240.0,9295.0,9170.0,117.0,9060.9,9060.9,9060.9,9060.9,24202.2138879391,0.022961996930095402,-0.0025681878640993632,-0.01753743358155719
2020-06-26,9084,9350.0,9445.0,9190.0,1005.0,9084.2,9084.2,9084.2,9084.2,24630.4022949306,-0.021346922554797202,-0.016551678870934523,-0.006242063055522495
2020-06-25,9280,9445.0,9455.0,9200.0,5012.0,9235.81,9235.81,9235.81,9235.81,24784.627660606,-0.0005386480065598942,-0.009406871813539944,-0.030001409463797455
2020-06-24,9285,9780.0,9855.0,9360.0,8255.0,9323.1,9323.1,9323.1,9323.1,25539.4679421513,-0.03959345341975756,-0.03442023598352364,-0.004135748565682855
2020-06-23,9660,9795.0,9890.0,9795.0,3811.0,9649.59,9649.59,9649.59,9649.59,25645.311480326,0.007794271726818703,0.01886360870818082,0.04117525563974221
2020-06-22,9585,9620.0,9815.0,9600.0,5062.0,9469.27,9469.27,9469.27,9469.27,24610.8034453224,0.028573372444055948,0.01002764708789069,-0.012213413300946042
2020-06-19,9315,9500.0,9595.0,9465.0,3481.0,9374.79,9374.79,9374.79,9374.79,24913.228420756,-0.010146949543736529,-0.0031258462434252763,-0.007431797582021474
2020-06-18,9410,9590.0,9645.0,9495.0,2135.0,9404.14,9404.14,9404.14,9404.14,25099.0681979453,0.00907398806740899,-0.0006027442585591257,-0.0033279340526293924
2020-06-17,9325,9680.0,9745.0,9425.0,3206.0,9409.81,9409.81,9409.81,9409.81,25182.7353839103,-0.021745752136231502,-0.009061027533993769,0.00846094826945598
2020-06-16,9530,9620.0,9770.0,9590.0,3436.0,9495.46,9495.46,9495.46,9495.46,24970.5644120856,0.009488737508701453,0.031083270580881495,0.006170165345916021
2020-06-15,9440,9320.0,9625.0,9190.0,5850.0,9204.85,9204.85,9204.85,9204.85,24816.9662512088,-0.002644804503876813,-0.030184542804858893,0.0033656829986406533
2020-06-12,9465,9640.0,9665.0,9545.0,3848.0,9486.93,9486.93,9486.93,9486.93,24733.5806133459,0.01758638450207599,-0.014365697970785135,-0.05750936008496103
2020-06-11,9300,10135.0,10210.0,9320.0,10869.0,9624.2,9624.2,9624.2,9624.2,26197.6894876592,-0.06604947584456991,-0.013075751961826802,0.010691884835892338
2020-06-10,9935,10005.0,10165.0,9915.0,7010.0,9750.87,9750.87,9750.87,9750.87,25919.0788989963,0.01317141635547049,0.004498935277102616,-0.0025489710124336545
2020-06-09,9805,10060.0,10090.0,9900.0,4291.0,9707.1,9707.1,9707.1,9707.1,25985.2301527762,0.0025529756015836565,0.0021450604819742997,0.004680242903207037
2020-06-08,9780,9980.0,10025.0,9975.0,3757.0,9686.3,9686.3,9686.3,9686.3,25863.8971192799,-0.0020429016298002933,-0.0015525350440100153,-0.003415817448442642
2020-06-05,9800,9940.0,9955.0,9940.0,4508.0,9701.35,9701.35,9701.35,9701.35,25952.3945297966,-0.009647193378002801,-0.00527091577718113,0.01088718565447025
2020-06-04,9895,9900.0,10000.0,9900.0,4328.0,9752.62,9752.62,9752.62,9752.62,25671.3785049392,0.024553663174051277,0.020118756426146772,0.011867682164866257
2020-06-03,9655,9790.0,9800.0,9750.0,3179.0,9558.37,9558.37,9558.37,9558.37,25368.5194164056,0.007798323897708526,-0.04683948465433355,-0.053972765601034235
2020-06-02,9580,9880.0,10645.0,9500.0,14048.0,10016.73,10016.73,10016.73,10016.73,26775.3524029286,-0.007280323368125385,0.04646187649936825,0.06572505542037957
2020-06-01,9650,9750.0,9775.0,9705.0,3656.0,9561.98,9561.98,9561.98,9561.98,25072.1262843168,0.018829008152907778,0.012475556968756409,0.001083853480208667
2020-05-29,9470,9535.0,9720.0,9400.0,3864.0,9443.43,9443.43,9443.43,9443.43,25044.9664942626,-0.009458819865323053,-0.0017161228731786325,0.0004700993186860852
2020-05-28,9560,9145.0,9645.0,9130.0,3729.0,9459.65,9459.65,9459.65,9459.65,25033.1956395293,0.03296417553897619,0.03400088958404747,0.07095085083868134
2020-05-27,9250,8915.0,9335.0,8870.0,2554.0,9143.42,9143.42,9143.42,9143.42,23318.6138385452,0.0436412802895369,0.03522948491292669,-0.006707538533488175
2020-05-26,8855,9120.0,9130.0,8695.0,2493.0,8826.91,8826.91,8826.91,8826.91,23475.550078961,-0.044181674790663934,-0.03511682925248945,-0.01722645998525677
2020-05-22,9255,9220.0,9370.0,9045.0,595.0,9142.39,9142.39,9142.39,9142.39,23883.4539860899,0.009772064733792522,0.0009498744975827246,-0.028084816509926894
2020-05-21,9165,9655.0,9680.0,8900.0,1506.0,9133.71,9133.71,9133.71,9133.71,24563.7243293897,-0.05052922733078596,-0.06798912460465396,-0.030046475082066395
2020-05-20,9640,9785.0,9975.0,9380.0,843.0,9776.3,9776.3,9776.3,9776.3,25312.9775013739,-0.012883455706188004,0.008056877899175838,0.0006169857224340564
2020-05-19,9765,9825.0,10040.0,9590.0,695.0,9697.85,9697.85,9697.85,9697.85,25297.3645726356,-0.00663436983043298,0.00016602996105508823,0.010423334610058711
2020-05-18,9830,9800.0,10125.0,9630.0,1001.0,9696.24,9696.24,9696.24,9696.24,25035.0511422071,0.03889523204865436,0.012195254112328767,-0.005420933352085377
2020-05-15,9455,9955.0,9970.0,9245.0,880.0,9578.71,9578.71,9578.71,9578.71,25171.1329980029,-0.03736812561800353,-0.013311558611369172,0.08417707676321973
2020-05-14,9815,9530.0,10125.0,9435.0,642.0,9707.07,9707.07,9707.07,9707.07,23139.0286825909,0.05121286219854523,0.06406372228732529,0.0017878743143531213
2020-05-13,9325,8905.0,9450.0,8905.0,762.0,9104.7,9104.7,9104.7,9104.7,23097.6959674101,0.04328257064147153,0.027409927077100014,0.020817085650756854
2020-05-12,8930,8720.0,9105.0,8655.0,704.0,8858.53,8858.53,8858.53,8858.53,22621.839409768,0.00956406727665919,-0.0038003988100746805,-0.03195855917775851
2020-05-11,8845,8860.0,9280.0,8315.0,1491.0,8892.26,8892.26,8892.26,8892.26,23356.4772611085,-0.13169250675376898,-0.11258225227427011,-0.10140337421432666
2020-05-08,10090,10120.0,10275.0,9920.0,628.0,9951.9,9951.9,9951.9,9951.9,25849.1500057328,0.0029776696939245338,0.04467856088198736,0.07239304462477475
2020-05-07,10060,9455.0,10145.0,9185.0,1060.0,9517.05,9517.05,9517.05,9517.05,24043.9804960512,0.06945449463312102,0.030545708184012525,0.010076271241941827
2020-05-06,9385,9140.0,9530.0,9025.0,663.0,9230.74,9230.74,9230.74,9230.74,23802.9233450222,0.039668335963939906,0.040086543950553326,0.013388930739855864
2020-05-05,9020,9075.0,9225.0,8885.0,412.0,8868.03,8868.03,8868.03,8868.03,23486.351660261,0.006116227017436054,0.0052607511122919354,-0.007352245738424994
2020-05-04,8965,9050.0,9060.0,8625.0,314.0,8821.5,8821.5,8821.5,8821.5,23659.66543117,0.012910648037258032,0.004966116812816338,0.026741267273461926
2020-05-01,8850,8850.0,9135.0,8725.0,494.0,8777.8,8777.8,8777.8,8777.8,23035.3605488184,-0.011236073266925842,-0.00801988608327883,0.11876241275347273
2020-04-30,8950,8900.0,9585.0,8520.0,734.0,8848.48,8848.48,8848.48,8848.48,20455.8322561696,0.010106767669774384,0.060993467859186454,0.10704158517760667
2020-04-29,8860,7810.0,9085.0,7805.0,1535.0,8324.91,8324.91,8324.91,8324.91,18379.3261211184,0.129347959331028,0.07369585581689958,0.0026148246932933493
2020-04-28,7785,7835.0,7875.0,7760.0,639.0,7733.46,7733.46,7733.46,7733.46,18331.3301831596,-0.0012836972237782198,0.006824849123311516,0.008668287940220069
2020-04-27,7795,7700.0,7910.0,7680.0,480.0,7680.86,7680.86,7680.86,7680.86,18173.1156500445,0.024019330636145326,0.029060830984440355,0.0419412491054047
2020-04-24,7610,7715.0,7720.0,7500.0,695.0,7460.86,7460.86,7460.86,7460.86,17426.6752183605,-0.00654881187890544,-0.004183781933680507,0.035458512439526836
2020-04-23,7660,7200.0,7855.0,7130.0,1128.0,7492.14,7492.14,7492.14,7492.14,16819.5782240761,0.06750200277994564,0.05446979818325464,0.040011753963214845
2020-04-22,7160,6870.0,7235.0,6840.0,264.0,7094.96,7094.96,7094.96,7094.96,16159.8831848999,0.035540343192975714,0.035279096477203134,-0.0018008178965188421
2020-04-21,6910,6895.0,6975.0,6830.0,174.0,6849.02,6849.02,6849.02,6849.02,16189.0104102878,0.012377296708555054,-0.029521860550313986,-0.038893757049037116
2020-04-20,6825,7240.0,7290.0,6800.0,127.0,7054.23,7054.23,7054.23,7054.23,16831.0669069121,-0.043017385083690816,0.0009261144349355447,0.013048139159433463
2020-04-17,7125,7200.0,7280.0,7075.0,120.0,7047.7,7047.7,7047.7,7047.7,16612.8793699798,-0.00420168685369997,0.005240947056493308,0.06576725654311373
2020-04-16,7155,6750.0,7235.0,6490.0,195.0,7010.86,7010.86,7010.86,7010.86,15555.4491307128,0.05752844159625195,0.03935000664895446,-0.03257926894658962
2020-04-15,6755,6945.0,6975.0,6725.0,51.0,6740.34,6740.34,6740.34,6740.34,16070.5800225638,-0.030614635819606863,-0.027192290707728838,-0.0017195279490597613
2020-04-14,6965,6860.0,7010.0,6820.0,109.0,6926.14,6926.14,6926.14,6926.14,16098.2376062495,0.020305266160745523,0.03027254232685534,-0.007394082377588159
2020-04-13,6825,7145.0,7175.0,6595.0,408.0,6719.61,6719.61,6719.61,6719.61,16217.710452957,-0.07614670884357022,-0.08642957679912515,-0.05561985571350929
2020-04-09,7365,7500.0,7500.0,7200.0,101.0,7326.22,7326.22,7326.22,7326.22,17145.2940859839,-0.008113634774169775,0.009865297437236553,0.019659456862441527
2020-04-08,7425,7380.0,7545.0,7340.0,220.0,7254.3,7254.3,7254.3,7254.3,16811.5185891209,-0.0006731740409044372,-0.00808243579385893,-0.014022166180739957
2020-04-07,7430,7415.0,7560.0,7320.0,447.0,7313.17,7313.17,7313.17,7313.17,17048.9129987419,0.0020208831397723103,0.029200430929419305,0.08065909765725048
2020-04-06,7415,6870.0,7420.0,6870.0,125.0,7102.71,7102.71,7102.71,7102.71,15727.7607301145,0.077068936369961,0.04201233077975718,-0.0008229613387554087
2020-04-03,6865,6975.0,7150.0,6695.0,166.0,6810.49,6810.49,6810.49,6810.49,15740.7093965357,-0.010145014546860539,0.014964975553759242,0.04362400874626261
2020-04-02,6935,6520.0,7385.0,6510.0,305.0,6709.33,6709.33,6709.33,6709.33,15068.7988220092,0.1031999098479205,0.07162508146501725,0.023371245105594393
2020-04-01,6255,6510.0,6510.0,6230.0,48.0,6245.58,6245.58,6245.58,6245.58,14720.7057597614,-0.043025799369465274,-0.034920260080362,0.004581159861122833
2020-03-31,6530,6535.0,6565.0,6410.0,134.0,6467.53,6467.53,6467.53,6467.53,14653.4220897053,0.01621031250705614,0.021555650761173235,0.06985395609525237
2020-03-30,6425,5980.0,6580.0,5900.0,193.0,6329.61,6329.61,6329.61,6329.61,13664.7557054757,-0.034119426771863526,-0.049131584827930924,-0.11939167938950344
2020-03-27,6648,6790.0,6945.0,6670.0,464.0,6648.36,6648.36,6648.36,6648.36,15397.5995088426,-0.004053146733166129,0.005868251587544592,0.01439058356803903
2020-03-26,6675,6730.0,6870.0,6600.0,3497.0,6609.46,6609.46,6609.46,6609.46,15177.6057819276,0.006764400088542063,-0.006284808920202414,-0.007234391306940324
2020-03-25,6630,6850.0,7025.0,6635.0,5175.0,6651.13,6651.13,6651.13,6651.13,15287.8046515112,-0.014227121290131687,0.010733782791208258,0.038312307869557215
2020-03-24,6725,6470.0,6905.0,6470.0,7837.0,6580.12,6580.12,6580.12,6580.12,14713.1716189356,0.06528229209041578,0.055469901394461354,0.09167047787480805
2020-03-23,6300,6065.0,6695.0,5820.0,8329.0,6225.06,6225.06,6225.06,6225.06,13424.3825020612,0.01438873745209967,-0.0592923040875219,-0.05819885069750872
2020-03-20,6210,6320.0,7000.0,5925.0,6787.0,6605.32,6605.32,6605.32,6605.32,14228.848580753,-0.004819286435948883,0.11233676524555543,0.13565795209393913
2020-03-19,6240,5450.0,6465.0,5360.0,8961.0,5903.46,5903.46,5903.46,5903.46,12423.7944586987,0.1557545294092328,0.10972793529555674,-0.0010928974932345895
2020-03-18,5340,5365.0,5455.0,5040.0,8746.0,5289.96,5289.96,5289.96,5289.96,12437.3798148677,-0.0074627212015896,-0.005897553755277829,0.0615600060536182
2020-03-17,5380,4875.0,5500.0,4875.0,6875.0,5321.25,5321.25,5321.25,5321.25,11694.8249648417,0.08734938611909432,0.04981225080409575,-0.07265142632346218
2020-03-16,4930,5865.0,5865.0,4475.0,14879.0,5062.68,5062.68,5062.68,5062.68,12576.0958784665,-0.07801225012315444,-0.03200464411052172,0.06981124744166664
2020-03-13,5330,5850.0,5965.0,4270.0,15531.0,5227.33,5227.33,5227.33,5227.33,11728.0875732524,-0.12007351036936305,-0.15228757441352478,-0.44664393429464794
2020-03-12,6010,7785.0,7785.0,5820.0,16034.0,6087.2,6087.2,6087.2,6087.2,18331.6769891149,-0.26772552316046827,-0.24703383936521514,-0.0024410487141093436
2020-03-11,7855,8170.0,8170.0,7760.0,3910.0,7792.97,7792.97,7792.97,7792.97,18376.4801667788,-0.01766607457833305,-0.018169683452541753,0.00035577195929161886
